date,price
2013-04-28 00:00:00 UTC,135.3
2013-04-29 00:00:00 UTC,141.96
2013-04-30 00:00:00 UTC,135.3
2013-05-01 00:00:00 UTC,117
2013-05-02 00:00:00 UTC,103.43
2013-05-03 00:00:00 UTC,91.01
2013-05-04 00:00:00 UTC,111.25
2013-05-05 00:00:00 UTC,116.79
2013-05-06 00:00:00 UTC,118.33
2013-05-07 00:00:00 UTC,106.4
2013-05-08 00:00:00 UTC,112.64
2013-05-09 00:00:00 UTC,113
2013-05-10 00:00:00 UTC,118.78
2013-05-11 00:00:00 UTC,113.01
2013-05-12 00:00:00 UTC,114.713
2013-05-13 00:00:00 UTC,117.18
2013-05-14 00:00:00 UTC,114.5
2013-05-15 00:00:00 UTC,114.156
2013-05-16 00:00:00 UTC,115.5
2013-05-17 00:00:00 UTC,123.1
2013-05-18 00:00:00 UTC,123.88
2013-05-19 00:00:00 UTC,120.501
2013-05-20 00:00:00 UTC,122.58
2013-05-21 00:00:00 UTC,122.9
2013-05-22 00:00:00 UTC,123
2013-05-23 00:00:00 UTC,125.748
2013-05-24 00:00:00 UTC,131.7
2013-05-25 00:00:00 UTC,130.77
2013-05-26 00:00:00 UTC,134.6
2013-05-27 00:00:00 UTC,128.985
2013-05-28 00:00:00 UTC,129.179
2013-05-29 00:00:00 UTC,132.13
2013-05-30 00:00:00 UTC,127.401
2013-05-31 00:00:00 UTC,127.98
2013-06-01 00:00:00 UTC,129.09
2013-06-02 00:00:00 UTC,121.3
2013-06-03 00:00:00 UTC,121.16
2013-06-05 00:00:00 UTC,121.309
2013-06-06 00:00:00 UTC,121.714
2013-06-07 00:00:00 UTC,119
2013-06-08 00:00:00 UTC,110.09
2013-06-09 00:00:00 UTC,108.401
2013-06-10 00:00:00 UTC,99.7497
2013-06-11 00:00:00 UTC,105.99
2013-06-12 00:00:00 UTC,108.9
2013-06-13 00:00:00 UTC,108.4
2013-06-14 00:00:00 UTC,102.769
2013-06-15 00:00:00 UTC,98.399
2013-06-16 00:00:00 UTC,99.99
2013-06-17 00:00:00 UTC,100.42
2013-06-18 00:00:00 UTC,102
2013-06-19 00:00:00 UTC,106.55
2013-06-20 00:00:00 UTC,107.9
2013-06-21 00:00:00 UTC,110.91
2013-06-22 00:00:00 UTC,109.015
2013-06-23 00:00:00 UTC,107.25
2013-06-24 00:00:00 UTC,108
2013-06-25 00:00:00 UTC,102.443
2013-06-26 00:00:00 UTC,103.691
2013-06-27 00:00:00 UTC,103.39
2013-06-28 00:00:00 UTC,99.66
2013-06-29 00:00:00 UTC,93.3311
2013-06-30 00:00:00 UTC,95.3886
2013-07-01 00:00:00 UTC,97.504
2013-07-02 00:00:00 UTC,89.489
2013-07-03 00:00:00 UTC,90.797
2013-07-04 00:00:00 UTC,78.8
2013-07-05 00:00:00 UTC,78.48
2013-07-06 00:00:00 UTC,67.809
2013-07-07 00:00:00 UTC,68.0831
2013-07-08 00:00:00 UTC,77.502
2013-07-09 00:00:00 UTC,76.3915
2013-07-10 00:00:00 UTC,77
2013-07-11 00:00:00 UTC,85.75
2013-07-12 00:00:00 UTC,93.804
2013-07-13 00:00:00 UTC,88.0622
2013-07-14 00:00:00 UTC,95.58
2013-07-15 00:00:00 UTC,94
2013-07-16 00:00:00 UTC,97.301
2013-07-17 00:00:00 UTC,98.9796
2013-07-18 00:00:00 UTC,97.8
2013-07-19 00:00:00 UTC,88.7869
2013-07-20 00:00:00 UTC,91.572
2013-07-21 00:00:00 UTC,89.28
2013-07-22 00:00:00 UTC,90.3672
2013-07-23 00:00:00 UTC,91.7024
2013-07-24 00:00:00 UTC,94.5806
2013-07-25 00:00:00 UTC,94.525
2013-07-26 00:00:00 UTC,96.9499
2013-07-27 00:00:00 UTC,94.13
2013-07-28 00:00:00 UTC,94.005
2013-07-29 00:00:00 UTC,98.5759
2013-07-30 00:00:00 UTC,101.5
2013-07-31 00:00:00 UTC,110.34
2013-08-01 00:00:00 UTC,106.23
2013-08-02 00:00:00 UTC,101.61
2013-08-03 00:00:00 UTC,103.7
2013-08-04 00:00:00 UTC,104.86
2013-08-05 00:00:00 UTC,106.56
2013-08-06 00:00:00 UTC,105.841
2013-08-07 00:00:00 UTC,106.75
2013-08-08 00:00:00 UTC,101.672
2013-08-09 00:00:00 UTC,103.4
2013-08-10 00:00:00 UTC,102.71
2013-08-11 00:00:00 UTC,103.77
2013-08-12 00:00:00 UTC,105.18
2013-08-13 00:00:00 UTC,106.068
2013-08-14 00:00:00 UTC,111.621
2013-08-15 00:00:00 UTC,111.87
2013-08-16 00:00:00 UTC,109.867
2013-08-17 00:00:00 UTC,112.74
2013-08-18 00:00:00 UTC,114.4
2013-08-19 00:00:00 UTC,118.782
2013-08-20 00:00:00 UTC,120.5
2013-08-21 00:00:00 UTC,121.51
2013-08-22 00:00:00 UTC,122.499
2013-08-23 00:00:00 UTC,120
2013-08-24 00:00:00 UTC,120.44
2013-08-25 00:00:00 UTC,122
2013-08-26 00:00:00 UTC,122.04
2013-08-27 00:00:00 UTC,125.67
2013-08-28 00:00:00 UTC,123.02
2013-08-29 00:00:00 UTC,123.44
2013-08-30 00:00:00 UTC,129.2
2013-08-31 00:00:00 UTC,137.76
2013-09-01 00:00:00 UTC,138.17
2013-09-02 00:00:00 UTC,137.17
2013-09-03 00:00:00 UTC,137.51
2013-09-04 00:00:00 UTC,135.21
2013-09-05 00:00:00 UTC,129.96
2013-09-06 00:00:00 UTC,126.13
2013-09-07 00:00:00 UTC,123.73
2013-09-08 00:00:00 UTC,121.77
2013-09-09 00:00:00 UTC,126.4
2013-09-10 00:00:00 UTC,127.78
2013-09-11 00:00:00 UTC,131.65
2013-09-12 00:00:00 UTC,134.22
2013-09-13 00:00:00 UTC,135.05
2013-09-14 00:00:00 UTC,131.39
2013-09-15 00:00:00 UTC,129.95
2013-09-16 00:00:00 UTC,131.48
2013-09-17 00:00:00 UTC,131.31
2013-09-18 00:00:00 UTC,132.06
2013-09-19 00:00:00 UTC,130.23
2013-09-20 00:00:00 UTC,128.57
2013-09-21 00:00:00 UTC,126.78
2013-09-22 00:00:00 UTC,128.37
2013-09-23 00:00:00 UTC,126.73
2013-09-24 00:00:00 UTC,126.09
2013-09-25 00:00:00 UTC,127.99
2013-09-26 00:00:00 UTC,128.02
2013-09-27 00:00:00 UTC,131.84
2013-09-28 00:00:00 UTC,133.93
2013-09-29 00:00:00 UTC,140.28
2013-09-30 00:00:00 UTC,131.65
2013-10-01 00:00:00 UTC,132.55
2013-10-02 00:00:00 UTC,132.04
2013-10-03 00:00:00 UTC,123.07
2013-10-04 00:00:00 UTC,128.26
2013-10-05 00:00:00 UTC,129.57
2013-10-06 00:00:00 UTC,127.56
2013-10-07 00:00:00 UTC,128.38
2013-10-08 00:00:00 UTC,125.72
2013-10-09 00:00:00 UTC,130.9
2013-10-10 00:00:00 UTC,129.68
2013-10-11 00:00:00 UTC,130.27
2013-10-12 00:00:00 UTC,135.35
2013-10-13 00:00:00 UTC,135.48
2013-10-14 00:00:00 UTC,140.48
2013-10-15 00:00:00 UTC,143.89
2013-10-16 00:00:00 UTC,143.61
2013-10-17 00:00:00 UTC,146.15
2013-10-18 00:00:00 UTC,151.34
2013-10-19 00:00:00 UTC,170.51
2013-10-20 00:00:00 UTC,172.01
2013-10-21 00:00:00 UTC,181.41
2013-10-22 00:00:00 UTC,193.45
2013-10-23 00:00:00 UTC,206.78
2013-10-24 00:00:00 UTC,198.8
2013-10-25 00:00:00 UTC,172.48
2013-10-26 00:00:00 UTC,178.96
2013-10-27 00:00:00 UTC,189.83
2013-10-28 00:00:00 UTC,198.55
2013-10-29 00:00:00 UTC,204.39
2013-10-30 00:00:00 UTC,204.2
2013-10-31 00:00:00 UTC,203.88
2013-11-01 00:00:00 UTC,205.26
2013-11-02 00:00:00 UTC,206.89
2013-11-03 00:00:00 UTC,212.45
2013-11-04 00:00:00 UTC,226.28
2013-11-05 00:00:00 UTC,230.63
2013-11-06 00:00:00 UTC,260.85
2013-11-07 00:00:00 UTC,295.63
2013-11-08 00:00:00 UTC,332.02
2013-11-09 00:00:00 UTC,358
2013-11-10 00:00:00 UTC,313
2013-11-11 00:00:00 UTC,340.55
2013-11-12 00:00:00 UTC,355.48
2013-11-13 00:00:00 UTC,404.17
2013-11-14 00:00:00 UTC,408.84
2013-11-15 00:00:00 UTC,424.16
2013-11-16 00:00:00 UTC,437.41
2013-11-17 00:00:00 UTC,488.36
2013-11-18 00:00:00 UTC,580.87
2013-11-19 00:00:00 UTC,614.4
2013-11-20 00:00:00 UTC,565.34
2013-11-21 00:00:00 UTC,675.06
2013-11-22 00:00:00 UTC,731.15
2013-11-23 00:00:00 UTC,819.31
2013-11-24 00:00:00 UTC,764.43
2013-11-25 00:00:00 UTC,793.07
2013-11-26 00:00:00 UTC,832.93
2013-11-27 00:00:00 UTC,914.13
2013-11-28 00:00:00 UTC,979.08
2013-11-29 00:00:00 UTC,1101.83
2013-11-30 00:00:00 UTC,1127.45
2013-12-01 00:00:00 UTC,1033.39
2013-12-02 00:00:00 UTC,974.03
2013-12-03 00:00:00 UTC,1078.64
2013-12-04 00:00:00 UTC,1121.48
2013-12-05 00:00:00 UTC,989.04
2013-12-06 00:00:00 UTC,1019.66
2013-12-07 00:00:00 UTC,811.98
2013-12-08 00:00:00 UTC,743.11
2013-12-09 00:00:00 UTC,897.89
2013-12-10 00:00:00 UTC,927.78
2013-12-11 00:00:00 UTC,887.08
2013-12-12 00:00:00 UTC,878.17
2013-12-13 00:00:00 UTC,897.27
2013-12-14 00:00:00 UTC,866.99
2013-12-15 00:00:00 UTC,854.62
2013-12-16 00:00:00 UTC,789.15
2013-12-17 00:00:00 UTC,691.65
2013-12-18 00:00:00 UTC,559.36
2013-12-19 00:00:00 UTC,677.84
2013-12-20 00:00:00 UTC,694.25
2013-12-21 00:00:00 UTC,596.12
2013-12-22 00:00:00 UTC,650.27
2013-12-23 00:00:00 UTC,645.75
2013-12-24 00:00:00 UTC,659.94
2013-12-25 00:00:00 UTC,668.74
2013-12-26 00:00:00 UTC,734.59
2013-12-27 00:00:00 UTC,734.27
2013-12-28 00:00:00 UTC,738.81
2013-12-29 00:00:00 UTC,726.47
2013-12-30 00:00:00 UTC,760.52
2013-12-31 00:00:00 UTC,755.16
2014-01-01 00:00:00 UTC,767.74
2014-01-02 00:00:00 UTC,772.53
2014-01-03 00:00:00 UTC,825.47
2014-01-04 00:00:00 UTC,849.14
2014-01-05 00:00:00 UTC,919.41
2014-01-06 00:00:00 UTC,936.38
2014-01-07 00:00:00 UTC,826.5
2014-01-08 00:00:00 UTC,838.32
2014-01-09 00:00:00 UTC,853.29
2014-01-10 00:00:00 UTC,863.3
2014-01-11 00:00:00 UTC,905.72
2014-01-12 00:00:00 UTC,867.45
2014-01-13 00:00:00 UTC,840.96
2014-01-14 00:00:00 UTC,838.05
2014-01-15 00:00:00 UTC,860.44
2014-01-16 00:00:00 UTC,837.98
2014-01-17 00:00:00 UTC,812.9
2014-01-18 00:00:00 UTC,840
2014-01-19 00:00:00 UTC,838.17
2014-01-20 00:00:00 UTC,869.15
2014-01-21 00:00:00 UTC,869.57
2014-01-22 00:00:00 UTC,865.03
2014-01-23 00:00:00 UTC,846.97
2014-01-24 00:00:00 UTC,808.32
2014-01-25 00:00:00 UTC,804.39
2014-01-26 00:00:00 UTC,853.51
2014-01-27 00:00:00 UTC,891.86
2014-01-28 00:00:00 UTC,777
2014-01-29 00:00:00 UTC,816.85
2014-01-30 00:00:00 UTC,817.17
2014-01-31 00:00:00 UTC,817.93
2014-02-01 00:00:00 UTC,832.52
2014-02-02 00:00:00 UTC,836.41
2014-02-03 00:00:00 UTC,813.38
2014-02-04 00:00:00 UTC,832.36
2014-02-05 00:00:00 UTC,830.92
2014-02-06 00:00:00 UTC,805.08
2014-02-07 00:00:00 UTC,721.32
2014-02-08 00:00:00 UTC,701.61
2014-02-09 00:00:00 UTC,672.07
2014-02-10 00:00:00 UTC,689.65
2014-02-11 00:00:00 UTC,697.76
2014-02-12 00:00:00 UTC,655.26
2014-02-13 00:00:00 UTC,651.91
2014-02-14 00:00:00 UTC,623.57
2014-02-15 00:00:00 UTC,644.1
2014-02-16 00:00:00 UTC,613.85
2014-02-17 00:00:00 UTC,645.14
2014-02-18 00:00:00 UTC,625.01
2014-02-19 00:00:00 UTC,620.99
2014-02-20 00:00:00 UTC,593.89
2014-02-21 00:00:00 UTC,582.75
2014-02-22 00:00:00 UTC,571.06
2014-02-23 00:00:00 UTC,622.97
2014-02-24 00:00:00 UTC,572.39
2014-02-25 00:00:00 UTC,489.31
2014-02-26 00:00:00 UTC,567.25
2014-02-27 00:00:00 UTC,586.28
2014-02-28 00:00:00 UTC,567.2
2014-03-01 00:00:00 UTC,560.11
2014-03-02 00:00:00 UTC,561.35
2014-03-03 00:00:00 UTC,585.79
2014-03-04 00:00:00 UTC,675
2014-03-05 00:00:00 UTC,658.24
2014-03-06 00:00:00 UTC,654.55
2014-03-07 00:00:00 UTC,617.62
2014-03-08 00:00:00 UTC,610.37
2014-03-09 00:00:00 UTC,636.17
2014-03-10 00:00:00 UTC,621.17
2014-03-11 00:00:00 UTC,624.23
2014-03-12 00:00:00 UTC,638.07
2014-03-13 00:00:00 UTC,639.03
2014-03-14 00:00:00 UTC,629.67
2014-03-15 00:00:00 UTC,638.07
2014-03-16 00:00:00 UTC,629.55
2014-03-17 00:00:00 UTC,623.705
2014-03-18 00:00:00 UTC,612.622
2014-03-19 00:00:00 UTC,610.636
2014-03-20 00:00:00 UTC,592.07
2014-03-21 00:00:00 UTC,582.303
2014-03-22 00:00:00 UTC,561.22
2014-03-23 00:00:00 UTC,567.779
2014-03-24 00:00:00 UTC,571.418
2014-03-25 00:00:00 UTC,582.55
2014-03-26 00:00:00 UTC,584.442
2014-03-27 00:00:00 UTC,567.64
2014-03-28 00:00:00 UTC,503.661
2014-03-29 00:00:00 UTC,502.302
2014-03-30 00:00:00 UTC,469.938
2014-03-31 00:00:00 UTC,457.399
2014-04-01 00:00:00 UTC,478.7163
2014-04-02 00:00:00 UTC,437.515
2014-04-03 00:00:00 UTC,447.0822
2014-04-04 00:00:00 UTC,448.8792
2014-04-05 00:00:00 UTC,464.8259
2014-04-06 00:00:00 UTC,460.7028
2014-04-07 00:00:00 UTC,457.792
2014-04-08 00:00:00 UTC,450.4638
2014-04-09 00:00:00 UTC,440.1983
2014-04-10 00:00:00 UTC,360.8407
2014-04-11 00:00:00 UTC,420.0563
